id,lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity,price,reservoir_id,research_type_id,data
7359,4600,4.53045,,,8.2467,0,1,17.7765,3265,1,2015-10-11
7360,3600,,,,,0,1,32.8821,2717,4,2010-10-23
7361,5100,3.79131,21.7968,9.40031,6.2086,0,1,88.7675,3083,4,2016-12-13
7362,2800,5.13005,11.2016,9.7653,,0,1,25.7798,3299,2,2020-08-17
7363,2300,3.87462,25.9586,,,0,1,35.4839,3250,1,2011-12-09
7364,4700,,14.8781,,,0,1,52.799,3360,4,2017-09-02
7365,1700,2.20356,9.89905,6.59552,6.39585,0,1,37.594,2693,1,2020-02-25
7366,5400,4.03593,26.1707,,7.53227,0,1,68.3605,3875,3,2013-09-24
7367,2400,3.82732,9.83793,6.40122,6.06148,0,1,19.0753,3848,3,2019-05-04
7368,3700,1.26086,,,7.70345,0,1,88.151,1497,4,2012-04-21
7369,3000,3.84479,,9.94216,,0,1,16.5787,3333,4,2018-05-27
7370,2500,2.94903,,,8.3726,0,1,32.4724,3109,4,2014-05-11
7371,3100,5.88112,,3.18582,,0,1,78.8768,2984,4,2011-10-23
7372,4400,5.023,10.428,,,0,1,33.667,1792,2,2017-01-05
7373,3600,5.31993,26.3728,,6.02463,0,1,39.4123,888,4,2016-05-30
7374,5800,2.62211,,,7.45705,0,1,33.6312,1218,4,2011-08-02
7375,3600,5.52804,9.94178,8.23321,,0,1,41.5296,3022,2,2018-01-06
7376,2300,1.17355,24.6015,,6.62629,0,1,26.9214,2822,2,2013-05-01
7377,3900,3.63885,,6.19025,,0,1,51.4841,3197,3,2019-09-03
7378,5000,1.08335,12.9493,,7.58578,0,1,43.0942,2842,3,2013-08-15
7379,,,,3.48333,7.32631,0,1,34.6368,2806,3,2013-11-16
7380,3200,3.70672,13.9361,,,0,1,31.7312,2589,2,2019-02-12
7381,4900,5.12538,8.18048,,,0,1,57.7711,2192,4,2015-04-13
7382,3700,2.24837,,,,0,1,27.0497,2546,3,2013-08-16
7383,5700,,12.6837,,6.81609,0,1,51.4169,2993,1,2011-10-22
7384,2100,2.82572,21.9049,,,0,1,48.0171,3350,1,2012-03-10
7385,4200,5.2882,9.9834,,6.57497,0,1,84.6594,3236,2,2019-07-21
7386,2500,1.3925,8.33032,,,0,1,45.3992,2746,2,2020-04-19
7387,5600,2.69815,14.6779,,,0,1,48.0298,1734,2,2014-06-10
7388,2900,2.70786,,,,0,1,52.6305,3130,1,2017-09-26
7389,1700,1.83219,,,,0,1,20.9383,3307,3,2019-06-21
7390,2900,1.60236,,,8.63042,0,1,41.8289,4147,1,2019-08-05
7391,3500,2.08811,15.8771,,6.59535,0,1,70.8073,2757,4,2017-05-19
7392,2800,3.99919,8.97785,5.61663,,0,1,85.7841,2330,1,2013-01-15
7393,2400,4.33966,16.5845,8.31809,8.23411,0,1,91.8491,2255,4,2015-06-19
7394,3400,3.83798,,,,0,1,71.1787,3007,3,2019-06-05
7395,5300,4.6634,23.4384,,6.01123,0,1,59.2707,2111,2,2013-01-01
7396,3300,1.77858,16.9059,3.19126,6.06553,0,1,92.0265,2592,5,2012-05-28
7397,1100,2.68408,,,,0,1,54.1798,2470,1,2019-03-19
7398,2400,3.90494,,,,0,1,11.6835,2178,1,2014-01-28
7399,5800,2.73637,26.2344,,,0,1,59.5274,1825,4,2016-01-14
7400,,5.81342,22.6712,,,0,1,31.9941,151,2,2011-06-08
7401,2000,4.71498,2.92769,7.84228,6.80405,0,1,24.9669,3298,5,2010-05-14
7402,2300,3.31427,18.8173,,7.07035,0,1,62.7423,3235,3,2010-10-18
7403,5700,4.94262,18.868,,,0,1,45.384,4254,1,2012-11-20
7404,,,11.7763,,6.96536,0,1,71.2147,3186,1,2010-03-27
7405,3800,4.89894,1.1239,,,0,1,77.5174,2159,4,2020-08-11
7406,4600,1.17445,6.29189,,7.86412,0,1,88.2739,1002,3,2020-04-06
7407,1500,3.60504,19.4461,,,0,1,10.271,3278,4,2016-07-02
7408,4200,5.11978,,7.49756,,0,1,70.3017,3254,5,2010-10-15
7409,4600,4.87566,23.439,4.44158,,0,1,97.0552,2951,4,2010-05-04
7410,5100,3.08079,4.23527,3.07466,8.12026,0,1,41.4066,2944,2,2015-04-29
7411,3600,2.29136,2.84329,,,0,1,82.2106,1261,3,2011-02-14
7412,2400,5.83441,1.12489,7.20724,,0,1,54.2377,3066,2,2019-07-29
7413,,2.03957,10.5561,6.9806,,0,1,34.3524,3223,1,2020-11-21
7414,2700,5.34219,23.5604,,,0,1,86.0453,3149,1,2017-09-14
7415,2400,5.92532,,,6.59882,0,1,75.111,1513,3,2016-07-27
7416,4900,,23.9197,,,0,1,71.7178,2699,2,2013-04-29
7417,3700,5.49471,14.2607,8.57508,,0,1,74.3629,2168,1,2018-10-27
7418,2800,4.76919,21.9868,,,0,1,87.4668,2009,3,2020-10-15
7419,5300,5.09836,19.5802,6.13059,8.24936,0,1,68.1397,626,2,2019-02-28
7420,3300,2.70473,29.7546,,6.90215,0,1,92.1948,2662,1,2020-11-22
7421,,4.5031,2.81973,,,0,1,30.3308,2957,3,2020-05-01
7422,4100,4.73755,12.7349,,,0,1,66.4447,3006,3,2011-08-08
7423,4600,2.17647,,,,0,1,77.2127,1548,5,2013-11-17
7424,2400,5.4957,18.6689,,,0,1,74.7498,3179,1,2019-11-08
7425,4700,3.20374,4.19762,5.19557,8.31504,0,1,61.6651,3003,4,2018-01-08
7426,2300,3.22497,16.8244,,,0,1,93.0927,1962,3,2019-10-24
7427,3100,5.17275,14.5538,,,0,1,41.8178,3016,2,2011-07-20
7428,4500,5.84561,6.30431,,,0,1,68.2336,3240,1,2018-01-11
7429,2200,4.60937,17.3837,4.42259,,0,1,74.3605,1537,1,2019-08-17
7430,5200,3.04314,11.5966,9.98754,,0,1,49.503,2970,4,2015-08-12
7431,3700,1.3596,13.9584,,,0,1,72.7416,1784,2,2015-03-01
7432,,4.54135,,,8.55784,0,1,49.8005,3118,1,2015-08-06
7433,4400,5.93803,2.29491,,,0,1,83.5668,1717,1,2018-08-17
7434,1500,2.6231,6.21229,,6.43967,0,1,12.6427,3364,4,2012-06-10
7435,5600,4.43718,17.7632,,8.05387,0,1,16.7644,2236,4,2018-10-02
7436,3900,3.82544,10.0528,8.47496,6.8841,0,1,95.0288,3225,4,2014-06-27
7437,2200,2.36837,18.6436,,,0,1,81.6657,2628,4,2010-09-27
7438,3400,,17.2279,,,0,1,80.2023,2835,1,2011-07-28
7439,4300,1.39245,24.243,7.58892,,0,1,70.4998,3371,5,2012-08-15
7440,5600,1.18276,21.0206,,8.05242,0,1,96.3855,1910,3,2020-05-01
7441,3900,3.34942,21.56,,,0,1,45.1281,2569,2,2013-10-19
7442,3800,2.65126,15.5964,,7.55259,0,1,77.7281,3249,1,2013-08-27
7443,4500,2.68317,9.81787,6.37527,8.31028,0,1,55.5753,675,4,2017-05-26
7444,3800,2.27272,19.3096,4.77711,6.97661,0,1,79.5317,2879,4,2014-02-22
7445,5500,3.82249,23.5032,9.56109,,0,0,59.6183,3207,3,2018-06-22
7446,2800,5.62707,,7.49745,8.02056,0,1,26.5696,2791,5,2018-11-06
7447,2000,5.54083,20.4971,,8.88132,0,1,61.4317,2218,2,2013-03-11
7448,5600,1.76795,4.94521,9.83021,,0,1,15.8038,2986,2,2018-10-21
7449,5700,1.04854,,,,0,1,96.0677,3224,1,2012-11-08
7450,4200,4.657,,,,0,1,87.5528,2967,3,2020-09-19
7451,5100,4.41434,,7.25521,,0,1,27.6637,2105,1,2014-08-17
7452,4600,4.34327,10.8404,7.43134,,0,1,66.713,2770,1,2019-06-19
7453,1800,5.89421,21.78,,8.62483,0,1,43.5439,2902,2,2015-12-17
7454,3100,2.68022,29.4273,9.42608,,0,1,67.3326,3269,4,2016-03-09
7455,4000,5.97935,14.7699,,6.44579,0,1,11.6633,1750,2,2012-02-22
7456,2200,5.40183,20.7582,,,0,1,58.5221,2743,4,2019-10-22
7457,4600,3.99882,2.61639,9.28592,6.81748,0,1,85.5296,2478,3,2017-12-16
7458,4900,4.63695,16.9911,,,0,1,70.6341,2393,3,2014-01-29
7459,5500,5.21928,27.0043,5.01294,7.07547,0,1,19.5496,729,1,2013-04-04
7460,1100,1.11053,23.6838,,7.70491,0,1,84.4246,2448,2,2010-10-19
7461,1200,,,7.62107,7.78885,0,1,56.4561,1632,2,2018-09-18
7462,4300,2.71765,15.0861,,8.36308,0,1,42.0375,2940,5,2019-07-08
7463,2500,,14.4995,,,0,1,95.9412,3311,2,2012-03-16
7464,3300,5.72619,5.00234,5.9515,,0,1,57.5522,2887,1,2015-10-08
7465,2900,1.32885,28.7301,3.52485,,0,1,68.665,3430,4,2010-03-01
7466,3000,4.99566,2.99294,,,0,1,42.41,2832,3,2016-07-26
7467,4600,3.07664,5.31419,,8.20247,0,1,70.6709,3282,3,2010-12-12
7468,,4.51605,6.47203,,,0,1,31.7097,2610,3,2018-06-13
7469,4300,4.53944,13.7402,6.04825,8.39445,0,1,79.281,3348,3,2019-12-29
7470,2700,2.35333,,,6.79213,0,1,80.0822,3341,3,2012-01-31
7471,5800,4.21131,24.6953,,,0,1,90.0521,2398,5,2012-08-03
7472,1300,3.60239,6.48771,,,0,1,94.1606,2133,1,2017-04-02
7473,1800,,22.1441,4.24766,,0,1,26.967,2705,4,2018-03-02
7474,1000,,,3.48696,6.43891,0,1,71.7542,3188,4,2019-11-14
7475,2600,2.51675,28.023,,,0,1,57.0667,3099,2,2017-02-03
7476,2000,4.55694,,,,0,1,52.6027,3338,2,2016-09-05
7477,5300,5.10226,15.0801,9.58469,7.74157,0,1,20.8694,3108,3,2015-03-31
7478,4400,4.58643,21.0721,3.28202,,0,1,97.681,2635,3,2020-10-11
7479,2700,2.74893,,,6.60465,0,1,25.1315,1721,2,2011-05-19
7480,3200,1.05347,,,,0,1,45.0955,3424,4,2020-03-20
7481,2400,2.81993,21.9124,8.19307,,0,1,41.6611,3089,1,2016-08-15
7482,2100,3.46482,7.33257,5.14851,7.72271,0,1,36.014,1521,1,2013-10-14
7483,5800,4.35397,29.6767,,,0,1,72.1658,2212,2,2015-03-05
7484,3300,5.86863,23.2401,,,0,1,86.8077,214,3,2019-12-13
7485,3900,3.6629,1.42675,5.88302,,0,1,31.8393,1315,2,2010-12-27
7486,5300,2.45701,,,,0,1,16.0286,3041,1,2016-09-27
7487,,5.12422,4.98375,3.61483,,0,1,16.2567,2891,2,2020-09-05
7488,4100,2.18861,20.9367,5.87706,8.21308,0,1,26.2342,2474,3,2012-06-10
7489,4100,1.19503,13.5102,,8.11326,1,1,10.9794,3107,4,2010-04-19
7490,1700,4.69987,,9.72435,,0,1,58.2422,2550,3,2019-12-28
7491,1800,1.4654,,,,0,1,19.4992,3153,5,2017-07-28
7492,2100,2.86113,19.2318,5.84837,,0,1,21.0316,1939,2,2017-09-14
7493,2900,,28.1718,6.44192,,0,1,70.6527,2810,4,2019-05-11
7494,5200,5.95868,29.2524,,,0,1,86.0751,2501,1,2011-10-29
7495,1100,3.22127,6.98398,,,0,1,49.9294,1950,2,2011-08-14
7496,3200,1.43836,22.7737,,,0,1,13.0906,2115,5,2015-04-30
7497,2900,5.18849,6.87698,,,0,1,81.7869,2903,2,2011-06-13
7498,5000,3.1491,3.61384,8.85002,,0,1,98.0232,3319,4,2011-08-19
7499,2400,1.28192,20.8383,7.87167,,1,1,20.8667,2658,4,2013-12-24
7500,4900,4.46511,12.342,4.16694,,0,1,27.2083,3490,1,2011-11-27
7501,3200,3.62324,15.3038,,7.57476,0,1,55.8987,2943,1,2017-11-25
7502,2800,2.32242,,,,0,1,39.722,3356,1,2015-10-15
7503,3200,,9.208,,7.28134,0,1,36.5229,1942,1,2019-11-09
7504,4000,3.6875,24.0794,8.48659,7.34448,0,1,25.9855,2698,4,2010-10-10
7505,,5.19608,24.9666,,,0,1,97.5007,1280,4,2018-02-17
7506,2600,5.30644,5.14415,,7.27558,0,1,33.5031,1270,4,2018-06-02
7507,4400,2.08763,13.2255,,6.93345,0,1,49.746,3503,4,2011-04-19
7508,,4.1875,25.513,7.97772,,0,1,71.7897,3345,2,2017-02-17
7509,2500,,19.0276,,,0,1,20.2659,2211,3,2020-02-19
7510,3600,3.55664,17.2458,9.77776,,0,1,59.0606,3253,5,2016-07-04
7511,1200,3.44614,10.1244,8.12056,,0,1,47.6528,1139,3,2014-07-25
7512,1300,3.14024,26.0777,,,0,1,87.8485,3465,1,2018-03-23
7513,1500,5.8574,24.6143,8.8123,,0,1,55.5026,3080,2,2012-09-12
7514,4400,,18.0155,,,0,1,74.4541,3468,3,2014-01-31
7515,5300,5.24101,28.3529,,,0,1,52.7636,3192,4,2015-03-22
7516,3000,2.30778,6.92222,6.56689,,0,1,30.442,1407,1,2014-12-06
7517,3600,5.93129,25.7604,,6.81211,0,1,69.8717,2787,2,2014-05-05
7518,,5.92589,1.7079,,6.8013,0,1,19.1335,2595,3,2013-04-19
7519,4200,3.5819,8.51491,8.4087,,0,1,35.7128,2692,3,2014-10-13
7520,3100,1.53399,8.43733,8.67212,,0,1,62.6364,1732,4,2014-06-19
7521,2800,1.28297,21.0815,,,0,1,36.1534,3178,1,2016-12-06
7522,3300,5.35065,9.37629,8.69279,6.05756,0,1,54.4367,2958,2,2019-07-19
7523,4000,3.44762,16.5643,3.65312,,0,1,30.7303,2629,3,2018-02-24
7524,2900,1.26064,23.0205,8.36142,,0,1,31.0387,3078,4,2010-01-02
7525,5400,1.60197,,,6.46678,0,1,70.583,3473,2,2015-07-21
7526,2900,5.14024,3.74709,,,0,1,79.0205,2087,1,2015-12-06
7527,5800,4.80063,,,,0,1,33.5079,2173,4,2018-12-08
7528,2100,4.37677,2.576,,,0,1,40.8919,3122,3,2016-05-05
7529,,4.05066,25.2677,,,0,1,31.8247,3375,1,2018-04-03
7530,1100,2.67831,6.83054,,7.01738,0,1,53.976,3321,1,2011-10-08
7531,2200,2.39465,29.4776,3.88676,7.57243,0,1,70.8158,2216,3,2015-03-26
7532,5800,1.99004,,3.76518,,0,1,22.8462,2656,2,2013-08-12
7533,3800,3.16403,26.009,,6.70168,0,1,86.8143,1246,3,2016-10-18
7534,5200,3.32826,12.5405,,,0,1,97.9233,2773,1,2020-07-07
7535,4600,2.40785,29.5951,8.55636,,0,1,89.1968,1715,2,2012-04-25
7536,3700,4.82034,11.1263,5.48462,,0,1,11.939,3380,3,2010-11-01
7537,5500,1.12132,,,8.27389,0,1,99.4912,2573,1,2014-12-21
7538,5200,5.1257,4.85696,,,0,1,56.1804,2453,2,2014-05-27
7539,2700,4.73105,24.1457,,,0,1,89.3069,1783,2,2011-10-27
7540,1600,5.13243,7.84029,,,0,1,98.3363,3493,1,2013-08-12
7541,3000,4.26874,19.815,6.82051,,0,1,66.2826,3870,2,2015-06-12
7542,,5.04754,21.0006,,,0,1,44.467,2147,2,2013-07-19
7543,1200,4.781,26.1055,,8.2635,0,1,15.9683,2960,2,2013-05-08
7544,4300,5.4754,17.7683,,,0,1,51.9188,3535,2,2014-11-01
7545,1000,4.90037,,,,0,1,20.5895,1856,3,2015-06-05
7546,3700,2.67807,24.1071,7.12316,7.26469,0,1,31.6507,2334,3,2020-05-23
7547,4200,,5.16374,,7.65381,0,1,65.529,3402,3,2015-01-02
7548,4600,,5.21247,,7.57479,0,1,96.1986,2128,2,2015-04-11
7549,5300,5.04837,14.1809,6.68239,,0,1,43.3116,1408,1,2017-08-25
7550,2300,1.33763,24.8593,,,0,1,29.4874,3337,2,2017-09-24
7551,2700,5.45885,24.859,,,0,1,43.219,3184,3,2010-12-27
7552,3300,5.15762,18.8959,,8.35279,0,1,72.6534,2390,2,2019-03-11
7553,3500,2.92984,,3.93235,,0,1,72.3103,3484,3,2017-11-22
7554,2200,1.03279,2.21631,,,0,1,58.2302,2676,3,2020-07-23
7555,3800,5.63937,29.8189,7.32741,6.3864,0,1,91.0549,3102,1,2016-01-07
7556,1500,5.90437,23.3302,5.64363,,0,1,11.462,3368,1,2019-05-25
7557,3600,4.90552,11.2236,,8.61975,0,1,18.9917,2725,3,2018-09-05
7558,1300,3.79845,22.0658,,,0,1,15.4841,1868,2,2019-11-08
7559,3300,3.8343,28.3621,5.61088,8.98657,0,1,55.4024,3058,4,2016-04-06
7560,1500,4.20447,25.1765,4.14057,,0,1,28.4802,2267,1,2012-03-15
7561,2200,3.02126,29.7568,,,0,1,99.9952,3351,1,2020-07-10
7562,5900,3.18218,3.9657,4.79447,,0,1,18.8541,3316,1,2015-12-30
7563,4900,4.88687,28.7395,6.32645,,0,1,49.9649,2666,2,2019-12-03
7564,5300,1.81931,16.1875,,,0,1,66.2899,3264,4,2018-05-14
7565,1200,2.25578,21.3323,4.7059,,0,1,88.2448,2107,3,2011-04-12
7566,,5.40932,23.3906,5.76044,,0,1,34.8066,2837,2,2010-12-14
7567,4500,2.79285,,,,0,1,11.0342,2949,3,2011-06-05
7568,5900,2.56661,,,8.99489,0,1,57.5794,2959,3,2013-03-23
7569,3400,1.28211,,8.90005,,0,1,85.2573,801,4,2011-10-08
7570,2100,,9.87643,9.83674,,0,1,50.8245,1239,3,2014-05-21
7571,3500,5.81198,7.39497,,,0,1,30.9509,1891,4,2020-12-31
7572,5400,4.44955,26.0353,4.64908,,0,1,23.6913,2462,3,2020-12-24
7573,4100,1.42068,23.0187,,,0,1,29.8265,3373,4,2011-06-25
7574,5900,2.18646,5.70536,6.38829,,0,1,37.3766,2816,2,2011-03-03
7575,2000,1.80559,10.5294,8.40519,8.26045,0,1,96.3539,4876,2,2020-01-23
7576,2200,2.19484,15.9514,,,0,1,91.6864,2265,1,2013-05-21
7577,1500,4.44947,20.7573,,,0,1,48.4684,2424,1,2016-03-13
7578,2700,3.26525,23.8697,,,0,1,78.8115,3302,2,2013-04-26
7579,1000,2.23544,21.5127,,,0,1,20.4493,3440,2,2015-08-15
7580,,1.56965,17.1072,,6.07527,0,1,48.9324,3566,4,2016-03-15
7581,5500,3.97222,5.75975,9.55966,,0,1,23.4915,2269,4,2010-12-04
7582,4400,2.36027,5.60241,,,0,1,37.3093,1150,1,2013-08-30
7583,3900,4.9239,20.7466,,,0,1,97.5803,3378,3,2019-09-26
7584,1200,1.09187,14.3303,8.25914,,0,1,12.3373,1890,2,2010-07-10
7585,2400,4.463,16.9178,3.79933,,0,1,20.7571,3234,3,2010-10-13
7586,4500,4.91792,5.16381,,,0,1,98.1624,2729,1,2017-01-30
7587,2600,4.89304,3.38341,,8.75718,0,1,50.5359,3220,4,2016-10-05
7588,,5.74847,28.1612,7.03522,7.39635,0,1,38.5841,3513,1,2017-04-12
7589,1300,2.36186,8.88809,7.84331,,0,1,16.8684,2270,2,2014-07-02
7590,4500,2.35067,13.6801,,,0,1,87.7348,3515,3,2013-12-18
7591,4800,3.25966,24.0514,,,0,1,92.9473,4551,2,2013-03-14
7592,3600,4.42275,7.01168,,,0,1,94.007,2515,4,2016-02-29
7593,5800,4.6094,7.14746,,,0,1,10.7779,3032,4,2019-03-08
7594,4900,,15.7853,7.83095,,0,1,70.8267,2896,5,2020-08-29
7595,1800,1.98604,20.4746,,8.85491,0,1,98.3411,3393,1,2014-02-18
7596,1000,2.91685,2.23298,4.71255,,0,1,57.4285,1456,1,2020-06-28
7597,,3.10443,15.9498,,,0,1,94.5021,3536,1,2014-09-02
7598,2100,2.54887,5.10015,,,0,1,49.6784,3560,3,2016-01-11
7599,5300,1.24556,21.18,9.48136,,0,1,63.674,3246,2,2013-07-22
7600,3700,3.44943,,,6.11002,0,1,85.7829,2206,1,2014-06-23
7601,3100,3.79175,9.10082,5.83896,,0,1,30.6165,2643,3,2018-12-19
7602,5800,5.37168,4.62751,,7.87613,0,1,17.9496,2781,4,2011-10-12
7603,2500,3.68255,29.6683,,6.81628,0,1,20.9414,3185,4,2013-07-04
7604,,3.33376,3.71487,,8.83502,0,1,92.4871,4855,1,2013-04-07
7605,5500,2.39596,8.89184,,,0,1,98.5365,1959,4,2017-10-09
7606,2600,5.23639,17.7121,,6.33116,0,1,29.5277,1761,3,2011-01-18
7607,4600,2.88808,9.12844,,,0,1,52.8269,404,3,2017-09-17
7608,1600,5.03817,12.1938,,7.67102,0,1,44.9338,3170,1,2016-09-21
7609,,3.97116,9.47557,,,0,1,61.8764,3494,4,2010-07-01
7610,5600,2.12426,15.33,4.81484,8.93916,0,1,99.3685,3190,4,2012-08-19
7611,1200,4.83795,9.9076,,8.97782,0,1,62.9937,3261,2,2013-03-14
7612,4200,2.1899,28.1386,,7.02894,0,1,40.1802,3344,1,2015-05-13
7613,3800,3.63912,,3.89189,,0,1,95.0348,3126,1,2014-03-26
7614,4600,3.67008,8.34657,9.6289,8.63213,0,1,16.4701,1834,1,2010-01-22
7615,5300,3.2288,9.3062,,6.74497,0,1,14.9887,3124,3,2011-04-12
7616,1200,5.86207,,9.83165,,0,1,72.6859,3517,4,2016-11-10
7617,1400,2.8442,7.22294,4.26175,7.94788,0,0,21.2738,3221,1,2017-04-21
7618,4800,4.09736,6.46387,,,0,1,47.6276,3014,2,2019-05-26
7619,1400,3.09031,17.4634,,,0,1,55.5328,1039,2,2017-08-02
7620,5600,1.42387,,,,0,1,90.0824,2744,1,2015-03-28
7621,4800,,8.61544,,,1,1,84.2707,3918,2,2015-03-26
7622,3900,2.90139,11.8463,,7.81271,0,1,72.4501,2082,4,2015-03-10
7623,4300,3.36274,13.839,,,0,1,50.711,3297,5,2019-10-08
7624,4100,5.66085,,5.11784,8.64449,0,1,97.5225,2377,1,2018-11-06
7625,1500,1.43099,28.8019,,,0,1,57.8772,251,5,2011-03-10
7626,4400,1.21593,,,6.75992,0,1,36.9438,2566,1,2014-11-02
7627,2700,4.02245,,,,0,1,22.9133,1238,3,2011-10-19
7628,1500,2.38923,26.3561,,,0,1,58.9999,3310,3,2011-11-12
7629,4300,5.84015,18.0263,,6.60868,0,1,39.0355,3330,2,2018-01-29
7630,1700,,13.4442,5.05848,6.68753,0,1,48.9254,2523,1,2020-08-12
7631,2300,5.43464,10.7105,3.39244,,0,1,97.1843,3617,3,2019-10-04
7632,1900,5.26961,15.825,,,0,1,98.7899,3294,1,2010-03-03
7633,3600,4.70115,1.38329,,6.21643,0,1,25.1376,3612,4,2020-10-20
7634,3700,5.64597,19.8878,,,0,1,34.6664,3544,4,2011-02-23
7635,5900,4.20391,8.23333,,,0,1,28.3159,3574,4,2018-04-12
7636,3700,,15.2307,5.90384,,0,1,15.5419,2096,5,2020-03-09
7637,5100,5.81583,9.29638,8.72521,,0,1,26.3679,1811,4,2010-02-27
7638,1100,4.44368,1.0016,,7.6614,0,1,15.0933,3036,2,2016-06-21
7639,4600,2.19796,16.6572,,,0,1,13.8008,3518,2,2013-10-17
7640,3200,1.28968,3.68973,9.75953,,0,1,91.2294,3318,1,2020-10-10
7641,2600,,13.4118,7.91767,,0,1,55.3355,3498,2,2020-05-31
7642,3300,5.0265,13.4797,,8.92858,0,1,15.6021,1716,4,2010-01-14
7643,,3.52794,6.09145,,,0,1,76.7077,2412,3,2016-10-13
7644,4500,1.85548,2.88754,3.54426,6.13095,0,1,17.4999,2653,1,2011-11-14
7645,1300,2.57492,,8.52331,,0,1,34.7411,3241,4,2010-10-06
7646,2100,5.87974,12.8548,,8.52744,0,1,62.7671,4504,3,2018-11-17
7647,1700,1.92189,26.6182,,7.7851,0,1,98.9722,2992,2,2011-12-07
7648,2100,4.62421,8.78937,,,0,1,94.3079,2181,1,2019-02-14
7649,2200,3.52391,22.97,,,1,1,65.838,3540,4,2019-05-20
7650,5600,1.16077,23.9078,,6.16678,0,1,35.6551,3315,1,2018-04-25
7651,3000,5.62054,,,,0,1,46.1548,3272,4,2013-03-10
7652,5800,1.75267,13.8312,,,0,1,56.8745,3075,4,2016-04-24
7653,2200,2.3806,28.9805,5.87571,7.25187,0,1,94.1457,3136,2,2019-06-27
7654,1900,2.12396,15.5416,,7.3363,0,1,73.5916,3567,4,2019-05-12
7655,4000,1.07265,16.7048,6.83715,,0,1,11.5122,2489,2,2020-04-14
7656,4000,5.00707,,7.98329,8.59334,0,1,58.1664,2753,2,2013-10-11
7657,5000,,27.7055,,,0,1,67.2386,3607,3,2013-01-20
7658,5900,5.45855,29.9245,4.7941,8.12668,0,1,23.4189,3615,1,2015-09-14
7659,3700,5.82169,10.3215,,7.57988,0,1,44.6099,2381,4,2012-01-29
7660,5600,1.54803,4.01118,7.1064,,0,1,71.5927,3501,2,2012-12-08
7661,2800,1.42902,23.6175,3.80645,8.02089,0,1,16.6144,3537,1,2020-04-16
7662,4200,,5.10355,,7.26921,0,1,93.827,1848,3,2015-11-06
7663,,5.71084,21.2612,9.50865,,0,1,15.8983,3038,3,2019-09-09
7664,3700,,22.3781,8.83538,7.51841,0,1,22.951,2570,1,2010-12-05
7665,4700,3.25156,12.7448,,,0,1,12.1842,2783,2,2013-12-01
7666,3600,3.11783,16.6012,7.04371,8.53709,0,1,64.2037,2403,2,2013-01-11
7667,,4.37351,17.2241,7.26483,6.9572,0,1,25.0426,3288,2,2015-08-08
7668,5700,3.84716,23.0044,,6.69128,0,1,70.3684,3538,4,2013-01-31
7669,2000,,,,,0,1,88.1542,3530,3,2012-10-28
7670,1300,3.04794,23.0668,,,0,1,99.4468,2387,2,2012-02-18
7671,2300,5.60353,17.3288,9.95623,7.18144,0,1,56.318,3686,1,2016-09-14
7672,3100,4.70154,19.2406,4.32709,8.65051,0,1,16.1805,2898,4,2010-10-31
7673,2600,3.4231,4.96047,,7.18236,0,1,43.8268,3478,1,2015-08-10
7674,5900,5.19198,24.2448,,,0,1,64.3034,1976,2,2017-11-07
7675,3200,3.98599,7.03361,5.50604,7.24127,0,1,44.7468,3116,3,2015-11-13
7676,2100,3.82329,9.906,,8.03066,0,1,78.6686,2965,1,2015-03-12
7677,5300,5.2264,12.4814,7.75703,,0,1,95.7424,1403,1,2019-06-13
7678,,2.03084,5.65683,,8.33472,0,1,43.2111,2868,3,2017-11-25
7679,4500,5.5724,,8.4494,,0,1,72.7814,3336,4,2018-02-01
7680,2100,3.8177,25.8944,8.9772,,0,1,95.1101,3119,4,2013-05-08
7681,2700,1.56943,23.7432,9.29222,8.28568,0,1,37.9716,1955,3,2012-11-27
7682,3600,2.23484,1.37241,,,0,1,28.6054,3379,2,2013-09-20
7683,3400,4.84896,15.5759,4.96984,6.23575,0,1,93.1619,2826,2,2013-07-10
7684,3200,3.02165,25.7606,4.45099,,0,1,13.3804,3620,1,2020-10-21
7685,,2.44085,15.2281,,,0,1,12.7706,1626,2,2017-06-04
7686,3900,,6.04964,,,0,1,50.3098,3052,2,2013-06-11
7687,1000,2.03663,6.83187,,,0,1,14.6443,3365,4,2011-09-23
7688,4800,3.90708,,,,0,1,51.546,699,4,2011-06-12
7689,5400,1.05516,3.44821,,,0,1,33.1542,2768,1,2011-11-26
7690,3100,4.40191,5.19507,4.48845,,0,1,70.1495,2078,3,2014-07-03
7691,2700,,14.4637,,,0,1,48.3033,3059,1,2017-02-18
7692,2500,1.63656,25.169,,8.02168,0,1,12.949,2921,4,2015-07-02
7693,5600,4.45955,29.1202,3.8288,,0,1,70.4834,148,1,2014-05-25
7694,4100,4.31068,3.67781,4.71899,,0,1,42.2082,3486,4,2010-11-09
7695,3500,5.19696,19.9633,,,0,1,84.615,2162,1,2010-06-26
7696,5000,5.69408,27.9118,4.51167,,0,1,61.5085,1743,2,2014-07-26
7697,1300,,12.2196,,6.82981,0,1,99.7038,825,2,2011-05-24
7698,2100,1.18741,,4.96282,,0,1,63.7567,3128,2,2015-11-10
7699,4400,4.38222,15.6788,5.0647,,0,1,15.3157,2017,4,2018-12-29
7700,5600,5.2678,25.8981,,6.40491,0,1,70.5374,2920,5,2018-10-10
